full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
semua partai politik sudah mengirim nama kader terbaiknya ke kpu calon dpr mpr ri siapapun nanti yang terpilih harus bisa bekerja dengan baik untuk rakyat indonesia rebut dan menangkanlah hati rakyat dengan kerja kerja kerja dan jgn ada yang korupsi mohon pak jokowi x lagi merdeka,10.0,8.0,0,0,4,0.9278,positive,False,"sudah, bekerja, baik, rebut, hati, kerja, kerja, kerja, ada, mohon","semua, politik, nanti, yang, harus, yang, korupsi, lagi",,,"politik, dpr, mpr, korupsi",
saya mengimbau kepada para mahasiswa untuk tidak melanjutkan demo apalagi menduduki gedung mpr karena tuntutan telah dipenuhi dpr dan pemerintah kata eva hidupmahasiswa dpr,1.0,5.0,0,1,4,1.0,negative,False,para,"saya, demo, menduduki, karena, kata",,tidak,"mahasiswa, mpr, dpr, dpr",
bbm akhirnya mendarat di windows phone jkttekno,1.0,0.0,0,0,1,0.6557,positive,False,mendarat,,,,bbm,
komen om terlalu terburu dpr baru sahkan untuk inisiatif ruu kpk setelah itu ruu akan dibahas bersama pemerintah jadi komentar presiden sudah benar bahwa beliau belum tahu isi ruu inisiatif dpr tsb karena memang isinya belum dibahas dg pemerintah paham tidak om,7.5,5.5,1,3,3,0.8574,positive,False,"bersama, jadi, presiden, sudah, benar, isi, memang","terlalu, terburu, itu, tahu, karena",terlalu,"belum, belum, tidak","dpr, presiden, dpr",
kasus korupsi meningkat fahri hamzah minta jokowi bertanggung jawab fh ngomongnya ngawur yang korupsi temannya pimpinan dpr legislatif jadi pasien kpk novanto dan taufik salah besar kalau presiden ri ke bpk joko widodo eksekutif yang disalahkan salamsatujempolmerdeka,7.0,7.0,0,0,4,0.6246,neutral,True,"meningkat, minta, jawab, jadi, pasien, besar, presiden","korupsi, ngawur, yang, korupsi, salah, kalau, yang",,,"korupsi, korupsi, dpr, presiden",
saya selaku presiden umno dan perdana menteri malaysia mengajak semua bangun dan zahirkan pendirian selantang lantangnya agar dunia dengar gema suara umat islam malaysia kita tolak sekeras kerasnya cadangan jadikan baitul maqdis sebagai ibu negara israel sampai bila bila,9.0,6.0,0,0,3,1.0,positive,False,"presiden, dunia, dengar, gema, suara, umat, islam, cadangan, sampai","saya, semua, agar, tolak, kerasnya, sebagai",,,"presiden, menteri, negara",
jokowi memang belum sempurna tetapi kita lht byk kemajuan dari infrastruktur bandara laut tol juga kis bpjs bbm harga freeport blok rokan blok mahakam smua diambil alih petral dbubarkn jauh lebih baik drpd wakil ketua dpr yang tidak jls menghasilkn apa,5.5,5.5,1,2,3,0.5671,neutral,True,"memang, kemajuan, harga, lebih, baik","sempurna, dari, jauh, yang, apa",lebih,"belum, tidak","bpjs, bbm, dpr",
presiden bersama sejumlah menteri kabinet kerja gelar ratas optimalisasi lapangan kerja di desa di kantor presiden,7.0,1.0,0,0,4,1.0,positive,False,"presiden, bersama, kerja, gelar, lapangan, kerja, presiden",kabinet,,,"presiden, menteri, kabinet, presiden",
yusril pemerintah harusnya beri subsidi bbm bukan memungut dari rakyat,3.0,1.0,0,1,2,0.87,positive,False,"beri, subsidi, memungut",dari,,bukan,"subsidi, bbm",
dear pak jangandiam saat e ktp tercecer dcetak thn proyek hambalang yang nilainya t mafia tumbuh subur dieranya saat menteri petinggi partai dan kader pada korupsi membakar t hy u subsidi selama tahun jangandiam suarakan kebenaran,5.0,6.0,0,0,3,0.7364,negative,False,"dear, subur, hy, subsidi, kebenaran","tercecer, yang, mafia, pada, korupsi, membakar",,,"menteri, korupsi, subsidi",
dengan penuh semangat presiden dan para menteri kabinet kerja bermain futsal melawan rekan wartawan presiden berharap timnya yang menang,9.0,2.0,0,0,4,1.0,positive,False,"penuh, semangat, presiden, para, kerja, rekan, presiden, berharap, menang","kabinet, yang",,,"presiden, menteri, kabinet, presiden",
fh yang sempat dijagat twitter digadang gadang pendukungnya sebagai tokoh politik yang sangat bersih dan pantas menjadi calon presiden ri melihat pernyataan nazaruddin bahwa fh juga terlibat korupsi waktu menjabat wkl ketua kom dpr ri langsung pada tiarap kpk dilawan merdeka,8.5,7.5,1,0,4,0.8076,positive,False,"tokoh, sangat, bersih, pantas, presiden, melihat, terlibat, langsung","yang, gadang, sebagai, politik, yang, korupsi, pada",sangat,,"politik, presiden, korupsi, dpr",
kamu tau hoax paling bahaya dinegri ini esemka listrik mw dollar akan ekonomi meroket tidak akan naikkan bbm akan stop import pangan berantas korupsi tidak bagi bagi jabatan jaksa agung bukan dari parpol dan banyak lagi akibat hoax ini banyak salah pilih presiden,10.5,9.5,1,3,4,0.7663,positive,False,"naikkan, stop, import, bagi, agung, dari, banyak, akibat, banyak, presiden","tau, hoax, bahaya, korupsi, bagi, lagi, hoax, salah, pilih",paling,"tidak, tidak, bukan","ekonomi, bbm, korupsi, presiden",
presiden jokowi kembali mempercayakan jabatan menkum ham kepada yasonna laoly yasonna akan mundur sebagai anggota dpr setelah besok dilantik menjadi menteri yasonnalaoly dpr,2.0,4.0,0,0,4,0.8952,negative,False,"presiden, mempercayakan","kembali, mundur, sebagai, anggota",,,"presiden, dpr, menteri, dpr",
intelektual malpraktek dari dulu jauh sebelum jokowi jadi presiden gorengannya agama terus giliran menteri agama bermasalah parpol kubunya kena korupsi dia diem bukannya begini yang mabok agama,5.0,13.0,0,0,3,1.0,negative,False,"intelektual, jadi, presiden, giliran, diem","dari, jauh, agama, agama, bermasalah, kena, korupsi, dia, bukannya, begini, yang, mabok, agama",,,"presiden, menteri, korupsi",
presiden joko widodo tetap menolak mencabut undang undang komisi pemberantasan korupsi hasil revisi meskipun demo mahasiswa besar besaran digelar,7.0,5.0,0,0,3,0.9679,positive,False,"presiden, tetap, undang, undang, komisi, hasil, besar","menolak, mencabut, korupsi, meskipun, demo",,,"presiden, korupsi, mahasiswa",
bbm turun mereka teriak teriak jokowi pencitraan bbm naik mereka teriak jokowi tidak pro rakyat dolar naik mereka teriak teriak pemerintah gagal rupiah menguat mereka teriak teriak jokowi pencitraan belajarlah husnudzon jangan nyinyir terus seperti,7.0,9.0,0,2,3,0.8843,negative,False,"turun, pencitraan, naik, naik, pencitraan, nyinyir, seperti","teriak, teriak, teriak, pro, teriak, teriak, gagal, teriak, teriak",,"tidak, jangan","bbm, bbm, rupiah",
imbauan dari jokowi untuk lebih efisien tampak berseberangan dengan realitasnya sebab pemerintah sedang dalam proses pengadaan mobil baru buat presiden wakil presiden dan menteri kabinet jokowi ma ruf mendatang ngeeng,10.5,4.5,1,0,4,1.0,positive,False,"lebih, efisien, tampak, sebab, dalam, proses, mobil, buat, presiden, presiden","dari, berseberangan, kabinet, mendatang",lebih,,"presiden, presiden, menteri, kabinet",
pagi tadi mendes pdtt bersama sejumlah menteri lain di kabinet kerja kepala lembaga dan kepala daerah turut hadir pada musrenbangnas rencana kerja pemerintah di jakarta acara ini dibuka langsung oleh presiden dan wakil presiden,9.0,5.0,0,0,4,1.0,positive,False,"pagi, bersama, kerja, hadir, rencana, kerja, langsung, presiden, presiden","lain, kabinet, lembaga, turut, pada",,,"menteri, kabinet, presiden, presiden",
iwan fals minta ijin adakan konser sambut presiden baru jktevent,3.0,0.0,0,0,1,0.995,positive,False,"minta, sambut, presiden",,,,presiden,
infografis presiden mengumumkan secara resmi menteri menteri yang akan membantunya di kabinet kabinet ini diberi nama kabinet indonesia maju berikut susunan menteri kabinet indonesia maju kabinetindonesiamaju menterijokowi,6.0,5.0,0,0,8,0.8619,positive,False,"presiden, mengumumkan, resmi, maju, berikut, maju","yang, kabinet, kabinet, kabinet, kabinet",,,"presiden, menteri, menteri, kabinet, kabinet, kabinet, menteri, kabinet",
bantuan logistik malam ini untuk mahasiswa pendemo di dpr sejak siang tadi ribuan mahasiswa bem antara lain trisakti dan ui ber demo di gedung dpr mpr sampai malam ini mereka masih bertahan dan akan menginap tanpa bekal makanan dan minuman sebarkan mahasiswabergerak,5.0,5.0,0,0,5,0.6095,neutral,True,"bantuan, sampai, bertahan, bekal, makanan","malam, lain, demo, malam, tanpa",,,"mahasiswa, dpr, mahasiswa, dpr, mpr",
mau kuliah dandpt basiswa telkom univrsity menyediakan beasiswa m daftar di jalur jpu tes smb telkomuniversity ac id,4.0,1.0,0,0,0,0.9694,positive,False,"mau, kuliah, menyediakan, daftar",jalur,,,,
sejak dulu sy setuju hkmn mati dan pmbuktian terbalik untuk tindak pidana korupsi tetapi kan dpr dan presiden yang bisa memberkakukan itu dengan uu,3.0,5.0,0,0,3,0.8933,negative,False,"setuju, mati, presiden","terbalik, pidana, korupsi, yang, itu",,,"korupsi, dpr, presiden",
sy kira pak didu keliru ini bkn pengesahan revisi uu tetapi pengesahan usul revisi uu di tingkat dpr jadi resminya presiden memang belum membaca nanti stlh resmi disampaikan kpd presiden barulah dibaca kalau setuju ditunjuk menteri dan dibuat supres pembahasan ke dpr klu tidak ya tidak,12.0,6.0,0,3,5,1.0,positive,False,"kira, keliru, usul, tingkat, jadi, presiden, memang, resmi, presiden, dibaca, setuju, pembahasan","pengesahan, pengesahan, membaca, nanti, kalau, ya",,"belum, tidak, tidak","dpr, presiden, presiden, menteri, dpr",
hari lepas presiden erdogan telefon minta saya hadir persidangan khas oic kerana suara malaysia penting saya batalkan rundingan tahunan dengan singapura dan terangkan kepada perdana menteri lee hsien loong isu baitulmaqdis ini cukup penting kepada umat islam seluruh dunia,11.0,4.0,0,0,2,1.0,positive,False,"presiden, minta, hadir, khas, suara, penting, cukup, penting, umat, islam, dunia","lepas, saya, saya, isu",,,"presiden, menteri",
bahkan presiden sempat bermain lempar bola basket bersama kedua menterinya yakni sekretaris kabinet dan menteri basuki hadimuljono blusukanmedan,2.0,1.0,0,0,3,0.7017,positive,False,"presiden, bersama",kabinet,,,"presiden, kabinet, menteri",
harga pertalite harusnya naik rp harga premium harusnya juga naik rp karena harga minyak dunia sudah naik tinggi pemerintah takut naikkan harga bbm karena mau pilpres keputusan ini yang juga ikut sebabkan rupiah anjlok pilihan dilematis,16.0,5.0,0,0,2,1.0,positive,False,"harga, naik, harga, premium, naik, harga, dunia, sudah, naik, tinggi, takut, naikkan, harga, mau, keputusan, pilihan","karena, karena, yang, ikut, anjlok",,,"bbm, rupiah",
presiden joko widodo upaya pemerintah untuk memperkecil peluang korupsi tidak akan berhenti kita akan terus mengeluarkan kebijakan kebijakan untuk upaya mencegah korupsi,5.0,4.0,0,1,3,0.7423,positive,False,"presiden, upaya, kebijakan, kebijakan, upaya","korupsi, mengeluarkan, mencegah, korupsi",,tidak,"presiden, korupsi, korupsi",
tahun memecah sekarang janji mempersatukan tahun urus birokrasi tambah korup sekarang janji berantas korupsi tahun mencabut subsidi minyak listrik dan banyak lagi sekarang janji kasi kartu subsidi tahun tidak tunaikan janji sekarang janji lagi,9.0,7.0,0,1,3,0.9076,positive,False,"janji, tambah, janji, subsidi, banyak, janji, subsidi, janji, janji","memecah, korup, korupsi, mencabut, lagi, kasi, lagi",,tidak,"korupsi, subsidi, subsidi",
wakil ketua dpr ri fahri hamzah meminta pemerintah indonesia harus tegas dan keras menyikapi pernyataan presiden amerika serikat as donald trump yang mengakui yerusalem sebagai ibukota israel apa yang dilakukan orang nomor satu di negeri paman sam itu sangat ngawur sekali,6.0,11.0,2,0,2,1.0,negative,False,"meminta, tegas, presiden, satu, sangat","harus, keras, yang, mengakui, sebagai, apa, yang, itu, ngawur, sekali","sangat, sekali",,"dpr, presiden",
percayakan kepada pemerintahan yang dipimpin pak joko widodo presiden ri ke mengenai ekonomi indonesia sekarang ini masih sangat wajar rupiah merosot suku bunga bahkan inflasi malah minus jadi pemerintah dapat mengatasinya pak jokowi x lagi merdeka,6.5,5.5,1,0,4,0.7933,positive,False,"presiden, sangat, wajar, bunga, jadi, dapat","yang, merosot, inflasi, minus, lagi",sangat,,"presiden, ekonomi, rupiah, inflasi",
saat kerusuhan dan saat gedung dpr mpr diduduki oleh mahasiswa saya sebagai anggota dpr mpr shg masih ingat siapa saja yang bermain saat itu dan saya juga tahu skrg mereka di mana dan apa yang sdg dilakukan,3.0,10.0,0,0,5,1.0,negative,False,"ingat, siapa, tahu","kerusuhan, saya, sebagai, anggota, saja, yang, itu, saya, apa, yang",,,"dpr, mpr, mahasiswa, dpr, mpr",
bpip bukan lembaga yang dibentuk berdasarkan konstitusi tak bisa disejajarkan dengan lembaga seperti dpr mpr mk bi apalagi dengan gaji yang lebih tinggi dari presiden wapres,5.5,5.5,1,2,3,0.6058,neutral,True,"lembaga, seperti, lebih, tinggi, presiden","yang, berdasarkan, lembaga, yang, dari",lebih,"bukan, tak","dpr, mpr, presiden",
mengapa milenial suka karena pekerja keras merintis dari bawah bandingkan dengan karir militer karena menantu presiden berhasil ciptakan jt lapangan kerja anti korupsi disebut skandal pajak panama dan paradise papers top brojen psinomor,7.0,8.0,0,0,3,0.7736,negative,False,"suka, pekerja, presiden, berhasil, lapangan, kerja, top","karena, keras, dari, karena, anti, korupsi, skandal, pajak",,,"presiden, korupsi, pajak",
saat menuju gedung dpr mpr untuk menghadiri sidang tahunan mpr jalanan macet total dan sudah tidak lagi menggunakan fasilitas pengawalan maka jalan kaki pun jadi untung rutin lari pagi jalan sejauh apa pun tidak masalah,8.0,6.0,0,2,3,0.87,positive,False,"sidang, sudah, lagi, fasilitas, jadi, untung, pagi, masalah","menuju, jalanan, pun, lari, apa, pun",,"tidak, tidak","dpr, mpr, mpr",
agama di nistakan pemerintah diam rakyat bergerak demo ada yang tewas presiden tanggung jawab adp,5.0,5.0,0,0,1,0.6367,neutral,True,"diam, ada, tewas, presiden, jawab","agama, bergerak, demo, yang, tanggung",,,presiden,
begitulah prof presiden putin tanpa pancasilapun berani tegas sahkan uu anti gay pengadilan tertinggi di singapura juga maka selain pengawasan kpd dpr dalam pembuatan uu larangan thd lgbt penting juga pengawasan ormasdanpakar kpd pemerintah mitra dpr dalam pembuatan uu,8.0,5.0,0,0,3,1.0,positive,False,"presiden, berani, tegas, tertinggi, dalam, penting, mitra, dalam","tanpa, anti, pembuatan, larangan, pembuatan",,,"presiden, dpr, dpr",
presiden pemerintah dpr pimpinan parpol cukong kekuasaan berhentilah permainkan dan menipu rakyat untuk membangun oligarki kekuasaan yang kalian bungkus dg demokrasi saatnya mahasiswabergerak,1.0,2.0,0,0,2,0.6726,negative,False,presiden,"menipu, yang",,,"presiden, dpr",
presiden dan ibu negara iriana bersama menteri kabinet kerja isteri di pernikahan kahiyang bobby jokowimantu,3.0,1.0,0,0,4,0.8967,positive,False,"presiden, bersama, kerja",kabinet,,,"presiden, negara, menteri, kabinet",
bapak presiden yth bapak menteri agama yth yth beginilah reaksi mereka ketika pemerintah tidak bisa tegas dan terkesan melakukan pembiaran mereka semakin nyata menantang dan menentang aturan hukum yang berlaku di nkri miris,7.5,4.5,1,1,2,1.0,positive,False,"presiden, reaksi, tegas, semakin, nyata, menantang, hukum","agama, menentang, yang, miris",semakin,tidak,"presiden, menteri",
pemerintah apresiasi beasiswa osc jktnews,1.0,0.0,0,0,0,0.65,positive,False,apresiasi,,,,,
aneh banget mempermasalahkan ali ngabalin yang bergelar doktor dan mantan anggota dpr menjadi komisaris bumn sementara situ mau ngusung antara jendral pecatan tni mayor tni pensiun dini dan mantan menteri dipecat untuk jadi presiden ri,5.5,6.5,1,0,3,0.7757,negative,False,"aneh, banget, mau, jadi, presiden","yang, mantan, anggota, sementara, pensiun, mantan",banget,,"dpr, menteri, presiden",
kabinet baru akan segera diumumkan dukungan rakyat sangat penting untuk keberhasilan pemerintah jkw,5.5,1.5,1,0,1,1.0,positive,False,"segera, dukungan, sangat, penting, keberhasilan",kabinet,sangat,,kabinet,
fyi uu itu kerja bersama dpr pemerintah dalam legislasi ada anggota dpr presiden dpr sekarang dikuasai partai pemerintah dari fraksi jika darurat presiden bisa bikin perpu paham kan nalarnegara,7.0,3.0,0,0,5,1.0,positive,False,"kerja, bersama, dalam, ada, presiden, darurat, presiden","itu, anggota, dari",,,"dpr, dpr, presiden, dpr, presiden",
presiden jokowi didampingi ibu negara iriana berfoto bersama pimpinan lembaga negara di gedung mpr dpd dpr jakarta rabu agustus,2.0,1.0,0,0,5,0.7395,positive,False,"presiden, bersama",lembaga,,,"presiden, negara, negara, mpr, dpr",
duo yang sebentar lagi mantan wk pimpinan dpr ri fz dan fh mengkritisi pemerintah dengan gaya masing matinya listrik pln maklum yang satu merasa akan gagal menjadi ketua mpr ri dan yang satu lagi karena semakin stres karena eksekusi kemenangan melawan partainya pks semakin tidak jelas merdeka,7.0,14.0,2,1,2,1.0,negative,False,"maklum, satu, satu, semakin, kemenangan, semakin","yang, sebentar, lagi, mantan, yang, merasa, gagal, yang, lagi, karena, stres, karena, jelas","semakin, semakin",tidak,"dpr, mpr",
kurang bukti apa lagi sekelas menteri lakukan penggiringan seperti ini yang gaji presiden menteri hingga asn itu negara bukan jokowi dari uang rakyat yang bayar bensin kau jas kau pakai itu negara uang rakyat republik ini,3.0,9.0,0,1,5,1.0,negative,False,"seperti, presiden, bayar","kurang, bukti, apa, lagi, yang, itu, dari, yang, itu",,bukan,"menteri, presiden, menteri, negara, negara",
lol rt mending bbm naik apa bbm di read doank tapi tidak dibales santaidikitlah,3.0,1.0,0,1,2,0.8414,positive,False,"mending, naik, dibales",apa,,tidak,"bbm, bbm",
saya heran uda jelas jokowi gagal sejahterakan rakyat pertumbuhan ekonomi jeblok padahal pajak digenjot subsidi dicabut bbm naik listrik gila gilaan tapi tetap jeblok dollar makin merajalela lah model begini kok kalian bela bela kalian ini tolol bodoh sarap apa sedeng,10.5,10.5,1,0,4,0.688,neutral,False,"heran, jelas, subsidi, naik, gila, tetap, makin, model, sarap, sedeng","saya, gagal, jeblok, pajak, jeblok, merajalela, begini, tolol, bodoh, apa",makin,,"ekonomi, pajak, subsidi, bbm",
masih suka korupsi waktu untuk tidur hati hati dengan pengaruh no jkthealth,5.0,1.0,0,0,1,1.0,positive,False,"suka, tidur, hati, hati, pengaruh",korupsi,,,korupsi,
tgl mei atas bujukan imf pemerintah naikkan harga bensin dan minyak tanah tgl mei demonstrasi besar an anti kenaikan bbm di makassar tlg mei di medan mei dst solo hancur jkt minggu ke mei rusuh ini apa yang disebut literatur imf provoked riots,6.0,7.0,0,0,1,0.6956,negative,False,"naikkan, harga, besar, tlg, solo, rusuh","atas, bujukan, demonstrasi, anti, hancur, apa, yang",,,bbm,
mahasiswa universitas indonesia ui demo di depan gedung mpr dpr mendesak pansus hak angket kpk dibubarkan,0.0,2.0,0,0,3,0.8413,negative,False,,"demo, mendesak",,,"mahasiswa, mpr, dpr",
